13:57:37,138068,93.0,3.9,qemu-system-x86
13:57:38,138068,89.5,3.9,qemu-system-x86
13:57:39,138068,90.2,3.9,qemu-system-x86
13:57:40,138068,91.0,3.9,qemu-system-x86
13:57:41,138068,91.4,3.9,qemu-system-x86
13:57:42,138068,91.9,3.9,qemu-system-x86
13:57:43,138068,95.9,3.9,qemu-system-x86
13:57:45,138068,92.0,3.9,qemu-system-x86
13:57:46,138068,92.4,3.9,qemu-system-x86
13:57:47,138068,92.7,3.9,qemu-system-x86
13:57:48,138068,93.0,3.9,qemu-system-x86
13:57:49,138068,93.2,3.9,qemu-system-x86
13:57:50,138068,93.6,3.9,qemu-system-x86
13:57:51,138068,93.8,3.9,qemu-system-x86
13:57:52,138068,94.1,3.9,qemu-system-x86
13:57:54,138068,94.3,3.9,qemu-system-x86
13:57:55,138068,94.6,3.9,qemu-system-x86
13:57:56,138068,94.8,3.9,qemu-system-x86
13:57:57,138068,95.0,3.9,qemu-system-x86
13:57:58,138068,95.2,3.9,qemu-system-x86
13:57:59,138068,95.3,3.9,qemu-system-x86
13:58:00,138068,95.5,3.9,qemu-system-x86
13:58:01,138068,95.7,3.9,qemu-system-x86
13:58:02,138068,95.8,3.9,qemu-system-x86
13:58:03,138068,96.0,3.9,qemu-system-x86
13:58:04,138068,96.2,3.9,qemu-system-x86
13:58:05,138068,96.3,3.9,qemu-system-x86
13:58:06,138068,96.4,3.9,qemu-system-x86
13:58:07,138068,96.6,3.9,qemu-system-x86
13:58:08,138068,96.7,3.9,qemu-system-x86
13:58:09,138068,96.8,3.9,qemu-system-x86
13:58:10,138068,96.9,3.9,qemu-system-x86
13:58:11,138068,97.0,3.9,qemu-system-x86
13:58:12,138068,97.1,3.9,qemu-system-x86
13:58:13,138068,97.2,3.9,qemu-system-x86
13:58:14,138068,97.3,3.9,qemu-system-x86
13:58:15,138068,97.3,3.9,qemu-system-x86
13:58:16,138068,97.4,3.9,qemu-system-x86
13:58:17,138068,97.5,3.9,qemu-system-x86
13:58:18,138068,97.6,3.9,qemu-system-x86
13:58:19,138068,96.6,3.9,qemu-system-x86
13:58:20,138068,96.7,3.9,qemu-system-x86
13:58:22,138068,98.3,3.9,qemu-system-x86
13:58:24,138068,96.8,3.9,qemu-system-x86
13:58:25,138068,96.9,3.9,qemu-system-x86
13:58:27,138068,96.9,3.9,qemu-system-x86
13:58:28,138068,97.0,3.9,qemu-system-x86
13:58:29,138068,97.0,3.9,qemu-system-x86
13:58:30,138068,97.1,3.9,qemu-system-x86
13:58:31,138068,97.1,3.9,qemu-system-x86
13:58:32,138068,97.2,3.9,qemu-system-x86
13:58:34,138068,97.3,3.9,qemu-system-x86
13:58:35,138068,97.3,3.9,qemu-system-x86
13:58:36,138068,97.4,3.9,qemu-system-x86
13:58:37,138068,97.5,3.9,qemu-system-x86
13:58:38,138068,97.5,3.9,qemu-system-x86
13:58:39,138068,97.5,3.9,qemu-system-x86
13:58:40,138068,97.6,3.9,qemu-system-x86
13:58:41,138068,97.7,3.9,qemu-system-x86
13:58:42,138068,97.7,3.9,qemu-system-x86
13:58:43,138068,97.8,3.9,qemu-system-x86
13:58:44,138068,97.8,3.9,qemu-system-x86
13:58:45,138068,97.9,3.9,qemu-system-x86
13:58:46,138068,98.0,3.9,qemu-system-x86
13:58:47,138068,98.0,3.9,qemu-system-x86
13:58:48,138068,98.0,3.9,qemu-system-x86
13:58:49,138068,98.1,3.9,qemu-system-x86
13:58:50,138068,98.1,3.9,qemu-system-x86
13:58:51,138068,98.2,3.9,qemu-system-x86
13:58:52,138068,98.2,3.9,qemu-system-x86
13:58:53,138068,98.3,3.9,qemu-system-x86
13:58:54,138068,98.3,3.9,qemu-system-x86
13:58:55,138068,98.4,3.9,qemu-system-x86
13:58:56,138068,98.4,3.9,qemu-system-x86
13:58:57,138068,98.5,3.9,qemu-system-x86
13:58:58,138068,98.5,3.9,qemu-system-x86
13:58:59,138068,98.6,3.9,qemu-system-x86
13:59:00,138068,98.6,3.9,qemu-system-x86
13:59:01,138068,98.6,3.9,qemu-system-x86
13:59:02,138068,98.7,3.9,qemu-system-x86
13:59:03,138068,98.7,3.9,qemu-system-x86
13:59:04,138068,98.8,3.9,qemu-system-x86
13:59:05,138068,98.8,3.9,qemu-system-x86
13:59:06,138068,98.8,3.9,qemu-system-x86
13:59:07,138068,98.9,3.9,qemu-system-x86
13:59:08,138068,98.9,3.9,qemu-system-x86
13:59:09,138068,98.9,3.9,qemu-system-x86
13:59:10,138068,99.0,3.9,qemu-system-x86
13:59:11,138068,99.0,3.9,qemu-system-x86
13:59:12,138068,98.1,3.9,qemu-system-x86
13:59:13,138068,98.2,3.9,qemu-system-x86
13:59:14,138068,98.2,3.9,qemu-system-x86
13:59:15,138068,98.2,3.9,qemu-system-x86
13:59:16,138068,98.3,3.9,qemu-system-x86
13:59:17,138068,98.3,3.9,qemu-system-x86
13:59:18,138068,98.4,3.9,qemu-system-x86
13:59:19,138068,98.4,3.9,qemu-system-x86
13:59:20,138068,98.4,3.9,qemu-system-x86
13:59:21,138068,98.4,3.9,qemu-system-x86
13:59:23,138068,98.5,3.9,qemu-system-x86
13:59:24,138068,98.5,3.9,qemu-system-x86
13:59:25,138068,98.5,3.9,qemu-system-x86
13:59:26,138068,98.6,3.9,qemu-system-x86
13:59:27,138068,98.6,3.9,qemu-system-x86
13:59:28,138068,98.6,3.9,qemu-system-x86
13:59:29,138068,98.6,3.9,qemu-system-x86
13:59:30,138068,98.7,3.9,qemu-system-x86
13:59:31,138068,98.7,3.9,qemu-system-x86
13:59:32,138068,98.7,3.9,qemu-system-x86
13:59:33,138068,98.8,3.9,qemu-system-x86
13:59:34,138068,98.8,3.9,qemu-system-x86
13:59:35,138068,98.8,3.9,qemu-system-x86
13:59:36,138068,98.9,3.9,qemu-system-x86
13:59:37,138068,98.9,3.9,qemu-system-x86
13:59:38,138068,98.9,3.9,qemu-system-x86
13:59:39,138068,98.9,3.9,qemu-system-x86
13:59:40,138068,98.9,3.9,qemu-system-x86
13:59:41,138068,98.9,3.9,qemu-system-x86
13:59:42,138068,98.9,3.9,qemu-system-x86
13:59:43,138068,99.0,3.9,qemu-system-x86
13:59:44,138068,99.0,3.9,qemu-system-x86
13:59:45,138068,99.0,3.9,qemu-system-x86
13:59:46,138068,99.0,3.9,qemu-system-x86
13:59:47,138068,99.1,3.9,qemu-system-x86
13:59:48,138068,99.1,3.9,qemu-system-x86
13:59:49,138068,99.1,3.9,qemu-system-x86
13:59:50,138068,99.1,3.9,qemu-system-x86
13:59:51,138068,99.1,3.9,qemu-system-x86
13:59:52,138068,99.1,3.9,qemu-system-x86
13:59:53,138068,99.2,3.9,qemu-system-x86
13:59:54,138068,99.2,3.9,qemu-system-x86
13:59:55,138068,99.2,3.9,qemu-system-x86
13:59:56,138068,99.2,3.9,qemu-system-x86
13:59:57,138068,99.2,3.9,qemu-system-x86
13:59:58,138068,99.3,3.9,qemu-system-x86
13:59:59,138068,99.3,3.9,qemu-system-x86
14:00:00,138068,99.3,3.9,qemu-system-x86
14:00:01,138068,99.3,3.9,qemu-system-x86
14:00:02,138068,98.7,3.9,qemu-system-x86
14:00:03,138068,98.8,3.9,qemu-system-x86
14:00:04,138068,98.8,3.9,qemu-system-x86
14:00:05,138068,98.8,3.9,qemu-system-x86
14:00:06,138068,98.8,3.9,qemu-system-x86
14:00:07,138068,98.8,3.9,qemu-system-x86
14:00:08,138068,98.9,3.9,qemu-system-x86
14:00:09,138068,98.9,3.9,qemu-system-x86
14:00:10,138068,98.9,3.9,qemu-system-x86
14:00:11,138068,98.9,3.9,qemu-system-x86
